# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"21.08.2024 00:00";"16.0";"746.1";"762.8";"88";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"20.08.2024 23:30";"18.0";"746.2";"762.8";"73";"Ветер, дующий с севера";"4";"9";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"20.08.2024 23:00";"18.0";"746.2";"762.8";"78";"Ветер, дующий с севера";"3";"10";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"20.08.2024 22:30";"18.0";"746.2";"762.8";"78";"Ветер, дующий с севера";"3";"9";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"20.08.2024 22:00";"18.0";"746.2";"762.8";"83";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"20.08.2024 21:30";"19.0";"746.3";"762.8";"78";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"20.08.2024 21:00";"19.0";"746.3";"762.8";"78";"Ветер, дующий с севера";"3";"9";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"20.08.2024 20:30";"20.0";"746.4";"762.8";"73";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"20.08.2024 20:00";"20.0";"745.6";"762.0";"73";"Ветер, дующий с севера";"3";"11";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"20.08.2024 19:30";"21.0";"745.6";"762.0";"73";"Ветер, дующий с севера";"3";"8";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"20.08.2024 19:00";"22.0";"745.7";"762.0";"69";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"20.08.2024 18:30";"22.0";"745.7";"762.0";"69";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"20.08.2024 18:00";"23.0";"745.7";"762.0";"65";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 1320 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"16.0";
"20.08.2024 17:30";"23.0";"745.7";"762.0";"65";"Ветер, дующий с севера";"4";"10";"";"";"Разорванная (60-90%) 1620 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"16.0";
"20.08.2024 17:00";"23.0";"745.0";"761.2";"65";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Разорванная (60-90%) 1350 м";"10.0 и более";"16.0";
"20.08.2024 16:30";"24.0";"745.0";"761.2";"61";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"20.08.2024 16:00";"23.0";"745.0";"761.2";"69";"Ветер, дующий с северо-запада";"3";"";"";"";"Разорванная (60-90%) 930 м";"10.0 и более";"17.0";
"20.08.2024 15:30";"23.0";"745.7";"762.0";"69";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"17.0";
"20.08.2024 15:00";"22.0";"745.7";"762.0";"69";"Ветер, дующий с северо-запада";"3";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"16.0";
"20.08.2024 14:30";"22.0";"745.7";"762.0";"78";"Ветер, дующий с северо-запада";"3";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"18.0";
"20.08.2024 14:00";"21.0";"745.6";"762.0";"78";"Ветер, дующий с северо-северо-запада";"3";"9";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"17.0";
"20.08.2024 13:30";"21.0";"745.6";"762.0";"83";"Ветер, дующий с северо-запада";"5";"";"";"";"Разорванная (60-90%) 390 м";"10.0 и более";"18.0";
"20.08.2024 13:00";"21.0";"744.8";"761.2";"78";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 420 м";"10.0 и более";"17.0";
"20.08.2024 12:30";"21.0";"744.8";"761.2";"78";"Ветер, дующий с северо-северо-запада";"4";"10";"";"";"Разорванная (60-90%) 360 м";"10.0 и более";"17.0";
"20.08.2024 12:00";"20.0";"744.8";"761.2";"88";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"18.0";
"20.08.2024 11:30";"20.0";"744.8";"761.2";"88";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"18.0";
"20.08.2024 11:00";"20.0";"744.8";"761.2";"88";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 180 м";"10.0 и более";"18.0";
"20.08.2024 10:30";"20.0";"744.8";"761.2";"88";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"18.0";
"20.08.2024 10:00";"20.0";"744.1";"760.5";"88";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Разорванная (60-90%) 270 м";"10.0 и более";"18.0";
"20.08.2024 09:30";"21.0";"744.2";"760.5";"83";"Ветер, дующий с западо-северо-запада";"4";"10";"";"";"Разорванная (60-90%) 270 м";"10.0 и более";"18.0";
"20.08.2024 09:00";"20.0";"744.1";"760.5";"88";"Ветер, дующий с западо-северо-запада";"4";"9";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"18.0";
"20.08.2024 08:30";"20.0";"743.3";"759.7";"88";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 180 м";"10.0 и более";"18.0";
"20.08.2024 08:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"18.0";
"20.08.2024 07:30";"19.0";"743.3";"759.7";"88";"Ветер, дующий с северо-запада";"2";"8";"";"";"Сплошная (100%) 120 м";"10.0 и более";"17.0";
"20.08.2024 07:00";"19.0";"743.3";"759.7";"88";"Ветер, дующий с северо-запада";"4";"9";"";"";"Сплошная (100%) 150 м";"10.0 и более";"17.0";
"20.08.2024 06:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"18.0";
"20.08.2024 06:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"20.08.2024 05:30";"18.0";"742.5";"759.0";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"20.08.2024 05:00";"18.0";"743.2";"759.7";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"20.08.2024 04:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"20.08.2024 04:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"20.08.2024 03:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"20.08.2024 03:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с юго-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Незначительная (10-30%) 1800 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 02:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 02:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с юго-запада";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 01:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с юго-юго-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 01:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с юго-юго-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 00:30";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"18.0";
"20.08.2024 00:00";"19.0";"743.3";"759.7";"94";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"9.0";"18.0";
"19.08.2024 23:51";"19.0";"743.3";"759.7";"94";"Ветер, дующий с западо-северо-запада";"3";"10";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"8.0";"18.0";
"19.08.2024 23:30";"20.0";"744.1";"760.5";"88";"Ветер, дующий с западо-северо-запада";"5";"10";"Слабый(ая)(ые) ливень (ливни), дождь";"Ливень (ливни), дождь";"Рассеянная (40-50%) 1680 м, кучево-дождевые облака";"5.0";"18.0";
"19.08.2024 23:23";"20.0";"743.3";"759.7";"88";"Ветер, дующий с западо-северо-запада";"7";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1470 м, кучево-дождевые облака";"4.9";"18.0";
"19.08.2024 23:17";"20.0";"743.3";"759.7";"83";"Ветер, дующий с западо-северо-запада";"8";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1620 м, кучево-дождевые облака";"6.0";"17.0";
"19.08.2024 23:00";"23.0";"743.5";"759.7";"65";"Ветер, дующий с северо-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака";"10.0 и более";"16.0";
